dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),ctfidf_reduce_frequent_words,hdbscan_cluster_selection_method,hdbscan_metric,hdbscan_min_cluster_size,min_topic_size,outliers_strategy,umap_metric,umap_min_dist,umap_n_components,umap_n_neighbors,vectorizer_ngram_range,vectorizer_stop_words,vectorizer_tokenizer,Coherence(not optimized),Topic diversity(not optimized),Silhouette Metric(not optimized)
dataset_name,RF,LCB,64,455.187814950943,-0.6196516103065206,-0.6133879788895975,0.2127927503334516,True,eom,euclidean,3,2,none,euclidean,0.0077303167804061304,4,3,"(1, 1)",english,False,-0.12557491266416998,0.6750809061488673,0.7777258697417044
dataset_name,RF,LCB,65,456.4818642139435,-0.6157878148212518,-0.6118765604995055,0.21482524292197638,True,eom,euclidean,3,3,none,euclidean,0.006861210445303174,7,3,"(1, 1)",english,False,-0.12533337854856325,0.675,0.7627276912810504
dataset_name,RF,LCB,66,447.6832389831543,-0.6158639755891704,-0.6149796440977241,0.20958291045889754,True,eom,euclidean,3,2,none,euclidean,0.007213498369398337,6,3,"(1, 1)",english,False,-0.12214915205139867,0.6655791190864601,0.7619760813524309
dataset_name,RF,LCB,67,450.5888948440552,-0.6168277647646645,-0.6143722408184026,0.21160280490484257,True,eom,euclidean,3,3,none,euclidean,0.00043002069765843095,10,3,"(1, 1)",english,False,-0.1227753695504117,0.6693548387096774,0.7693630119073457
dataset_name,RF,LCB,68,453.6576828956604,-0.6184726910018619,-0.6174930251880323,0.2094977013033466,True,eom,euclidean,3,3,none,cosine,0.00028929657390772915,10,3,"(1, 1)",english,False,-0.1256704295306438,0.6646203554119547,0.7627923443339282
dataset_name,RF,LCB,69,456.76097202301025,-0.6199435457779532,-0.6159898171838951,0.2110881339483602,True,eom,euclidean,3,3,none,euclidean,0.005720186791980532,2,3,"(1, 1)",english,False,-0.1253535008247375,0.6682565789473685,0.7901630105161379
dataset_name,RF,LCB,70,443.6412432193756,-0.615046862430853,-0.6146614010412988,0.21233608317797328,True,eom,euclidean,3,2,none,euclidean,0.0049629515505682405,6,3,"(1, 1)",english,False,-0.12505377498810863,0.6680921052631579,0.765520207255961
dataset_name,RF,LCB,71,441.11681509017944,-0.6199650598802351,-0.615536522042349,0.2121669596979736,True,eom,euclidean,3,2,none,euclidean,0.004685609234232636,2,3,"(1, 1)",english,False,-0.12527845543108157,0.6702265372168285,0.792481345608222
dataset_name,RF,LCB,72,444.64966106414795,-0.6245947723794993,-0.6187090388250026,0.2046006850921281,True,eom,euclidean,3,2,none,cosine,0.005430716458211829,10,3,"(1, 1)",english,False,-0.12263305766596858,0.661525974025974,0.7535751181161737
dataset_name,RF,LCB,73,448.7873651981354,-0.6152333297213028,-0.6157574879800718,0.2104015221976471,True,eom,euclidean,3,2,none,cosine,0.006487076372578834,6,3,"(1, 1)",english,False,-0.12444058522230095,0.6667207792207792,0.7640617373188275
dataset_name,RF,LCB,74,446.752366065979,-0.6277505471827788,-0.6211100281053725,0.20603125779017348,True,eom,euclidean,3,2,none,cosine,0.007047583396597215,7,3,"(1, 1)",english,False,-0.12344439356032932,0.6615506329113924,0.7728325854419679
dataset_name,RF,LCB,75,446.7210040092468,-0.6173708787395804,-0.6151951514914306,0.21443840117994767,True,eom,euclidean,3,2,none,euclidean,0.007031240364859779,7,3,"(1, 1)",english,False,-0.12843374191509702,0.6720706260032103,0.7661772572545613
dataset_name,RF,LCB,76,452.32499718666077,-0.619172005805336,-0.6174560229080491,0.20712599725243339,True,eom,euclidean,3,3,none,euclidean,0.00018337233972609448,10,3,"(1, 1)",english,False,-0.12179376154880187,0.6642857142857143,0.7620332205539652
dataset_name,RF,LCB,77,441.67257595062256,-0.6177030170149197,-0.6148041497405378,0.2117262976104243,True,eom,euclidean,3,3,none,euclidean,0.009639238651965074,9,3,"(1, 1)",english,False,-0.12357183566101033,0.6647727272727273,0.7645690341079626
dataset_name,RF,LCB,78,579.4191930294037,-0.6105406929319398,-0.6091668494707121,0.21633639870627147,True,eom,euclidean,3,3,none,euclidean,0.005526839276279125,10,3,"(1, 1)",english,False,-0.12434919675232942,0.6757475083056479,0.7672298555170594
dataset_name,RF,LCB,79,590.1295969486237,-0.6198264996884353,-0.6185992579840786,0.2072133734223868,True,eom,euclidean,3,3,none,cosine,0.0073424797477484064,6,3,"(1, 1)",english,False,-0.12420415141405611,0.6618971061093247,0.7707525658805056
dataset_name,RF,LCB,80,484.2168478965759,-0.6114593975298429,-0.6097228177978437,0.21725087799649404,True,eom,euclidean,3,2,none,euclidean,0.006956773600786533,10,3,"(1, 1)",english,False,-0.126994912231247,0.6769616026711185,0.760279552924549
dataset_name,RF,LCB,81,483.8491859436035,-0.6171983621367896,-0.6180990912752973,0.20674299855788678,True,eom,euclidean,3,2,none,cosine,0.007186001474866144,6,3,"(1, 1)",english,False,-0.12370872761280069,0.6614516129032258,0.7645875487466273
dataset_name,RF,LCB,82,469.45234084129333,-0.6217440049910942,-0.619940129184307,0.2052440598951132,True,eom,euclidean,3,2,none,cosine,0.007070143524977067,10,3,"(1, 1)",english,False,-0.12357429101056623,0.657258064516129,0.7658540776707634
dataset_name,RF,LCB,83,460.1553761959076,-0.6152860889361037,-0.6123212528766457,0.2123214668732097,True,eom,euclidean,3,2,none,euclidean,0.0056914305243991655,10,3,"(1, 1)",english,False,-0.12311293877794485,0.6695222405271829,0.760865919736546
dataset_name,RF,LCB,84,459.03502917289734,-0.6197100850660829,-0.6132790750598719,0.2112965325501414,True,eom,euclidean,3,2,none,cosine,0.005656523522574182,4,3,"(1, 1)",english,False,-0.12287079235682397,0.6718076285240464,0.7736852332453353
dataset_name,RF,LCB,85,460.29704689979553,-0.6151161852864211,-0.610955046278013,0.21446376593883948,True,eom,euclidean,3,2,none,euclidean,0.005604564878237115,9,3,"(1, 1)",english,False,-0.12298954315033515,0.6731707317073171,0.7658500535907246
dataset_name,RF,LCB,86,462.41200017929077,-0.6203554546822703,-0.618990199840093,0.20785840658057608,True,eom,euclidean,3,2,none,cosine,0.006861620130348895,6,3,"(1, 1)",english,False,-0.1239556838704825,0.6619195046439629,0.7711224916355816
dataset_name,RF,LCB,87,466.3625011444092,-0.6185139879731892,-0.6152947607990406,0.21264624759598494,True,eom,euclidean,3,2,none,euclidean,0.009618664028832784,5,3,"(1, 1)",english,False,-0.12615337396588006,0.6707395498392283,0.7705762616137426
dataset_name,RF,LCB,88,521.1642038822174,-0.6957975036760347,-0.6920680352496755,0.13944325267239507,True,eom,euclidean,2,2,none,euclidean,0.0017137842832368546,2,3,"(1, 1)",english,False,-0.12911768102377869,0.5716351501668521,0.7878196916821056
dataset_name,RF,LCB,89,450.2590899467468,-0.6229206858091297,-0.6182776831230993,0.20954363536979093,True,eom,euclidean,3,3,none,euclidean,0.005649389362436499,5,3,"(1, 1)",english,False,-0.1252844617784158,0.6691573926868044,0.7741250543648591
dataset_name,RF,LCB,90,434.6924328804016,-0.7182297956377192,-0.7142911398940733,0.02623397544794608,False,eom,euclidean,3,2,none,euclidean,0.0008684366623069464,6,3,"(1, 1)",english,False,-0.04556310328589172,0.5028475711892797,0.7731664149439917
dataset_name,RF,LCB,91,447.1375811100006,-0.6200722967486543,-0.6154838044593489,0.21365251426911439,True,eom,euclidean,3,2,none,euclidean,0.0017471210404528328,6,3,"(1, 1)",english,False,-0.12685295248699036,0.6714516129032259,0.7645820354731128
dataset_name,RF,LCB,92,451.6979157924652,-0.6200277421377269,-0.6174155981602377,0.21216684922772053,True,eom,euclidean,3,3,none,cosine,0.007556659993442809,2,3,"(1, 1)",english,False,-0.12699264393916151,0.6673805601317957,0.7843165075118317
dataset_name,RF,LCB,93,446.7606830596924,-0.6053840223941955,-0.6038960492562935,0.21871662101867115,True,eom,euclidean,3,2,none,euclidean,0.007626130417523709,2,3,"(1, 1)",english,False,-0.12199750269663892,0.6773828756058158,0.7910406530919468
dataset_name,RF,LCB,94,446.45028018951416,-0.611067952973854,-0.6120296162465354,0.21345854896966404,True,eom,euclidean,3,3,none,euclidean,0.007748398628642475,2,3,"(1, 1)",english,False,-0.12192213427146369,0.6705882352941176,0.7799659488128342
dataset_name,RF,LCB,95,444.7738881111145,-0.6095334054889026,-0.6100445496986745,0.21669416041081618,True,eom,euclidean,3,2,none,euclidean,0.0076385591038993575,2,3,"(1, 1)",english,False,-0.1283307871746044,0.67488,0.7847802018168633
dataset_name,RF,LCB,96,448.7961859703064,-0.6193741291028002,-0.6162527241194119,0.20805355001639603,True,eom,euclidean,3,3,none,cosine,0.007707284503606712,2,3,"(1, 1)",english,False,-0.12231039440121669,0.6661812297734628,0.785592481847207
